,title,text
2384,伝書鳩,とりとめのない想いを言葉をとりとめる鳥とmail
2385,影踏み,冬の寒さも幾分和らぎ日に日に長くなる夕暮れに私は一人戯れる長く伸びる影を踏む君の面影を踏む沈む夕日に唯々想いは暮れるのです。
2386,他人の愛,自分ではない他人を自分ではない人間を僕は愛せるだろうか一生を共にするとか全てを捧げるとかそんな風に愛せるだろうかいや、それ以前に自分ではない僕をただの他人の僕を愛してくれる人はいるだろうか一生を共にしてくれるとか全てを捧げてくれるとかそんな人はいるのだろうか
2387,あの頃,戻りたいのはあの頃自分で責められた頃言を繋いで世界をなじって泣き喚けた頃戻りたいのはあの頃自分を愛せた頃肩を抱いて目を逸らして泣き叫べた頃戻りたいのはあの頃自分がいた頃理由を持っていた頃｢だから｣泣いた頃戻れなくて今、ここ自分がいることただ頭が痛くて何も考えたくない泣く理由を失ったそれでも泣いてしまうこと意味もつけられずいるここ
2388,マリーゴールド,知らないことはたくさんある知らなくていいこともある知らないからうまくいくことがある複雑だよな大きく見せても意味はない器以上に見せて手に入れて濁るのか
2389,31時間の金曜日,金曜日の夜は長い眠らない僕に土曜日は来ない何をしている訳でもないのに飽きることも尽きることもない始発帰りは最悪の想定だが思ったよりも悪くない街が動き出す時間になって金曜日に「おやすみ」と告げる
2390,Roslyn,彼女の前には手鏡と濃いベニその瞳に僕はいない思ってもいない事を言うと彼女に見透かされる だからやめた沈黙が響く部屋でたしかなことは何一つ無いそれだけは たしかに言える
2391,ぼくは。,ぼくは日陰しか歩けない寒くてじめじめしたところのろまで歩くの遅いからいつも追い越されてばかりぼくは日向を歩けない明るくて熱いから歩けないのろまで歩くの遅いからいつも置いていかれるよぼくはきっと蝸牛日陰が好きな蝸牛ぼくの名前は蝸牛日向を歩けぬ蝸牛それでもゆっくり歩いてくそれでもゆっくり歩いてくぼくは。 鳥山歩結
2392,大博打,日ごと、賭けごとを繰り返す賭けているのは金品ではないこの人生、そのもの岐路に立つそのときに信じるものは何か努力か、はたまた、才能か答えは強運握り締めた強運が道を開くことに何の疑いもないこの結末は神のみぞ知る
2393,雨に知る,雨に浅黒く光る木々は生を象徴するようで雨に透けそうなこの手が部屋の中をゆるゆると何もかも掴み損ねたこの手が部屋の中をゆるゆると
2394,コップくん　Ⅱ,じまんじゃないけどこのあいだ「ぐらす」ってよばれちゃったよやっぱりみるひとがみたらぐらすにみえるんだね
2395,コップくん　,こおりをいれるとすいてきですべりやすくなるからちゃんともってよでないとおとされないかとひやあせまででてしまうよ
2396,耳なり,その声はまるで呪縛のように僕をここから離すまいと押さえてどれだけ逃げても僕はそれらから逃れることなどできないのだろうきっとこれから先この声たちは何度も頭で暴れまわり僕を抉るだろう耳に残った怒鳴り声や泣き声が全部混じりあってその意味すら崩しあってまるで耳なりのように僕をつんざいた嗚呼、なんて煩わしい
2397,不定型詩,私は学校で言葉を習った私は学校で友達を作った或いは箱庭の風景を愉しむ為或いは既存の道標を仰ぐ為或いは風景も道標も全て拉いで毀してしまっても良いでは無いか。所詮虚構に過ぎぬ世界など至る所に罅が有る。瑕が有る。そうして僕が居る。不安定な足場に立つ事に気づいたなら崩れる前に踏み倒して仕舞えば良い。世界の断末魔に負けぬ大声で僕が新たな世界を叫べば良いでは無いか。そうして綴られた不定形なこの詩をどうか嗤わ無いでくれよ
2398,わんわんわん！,劣情を口内でコロコロ転がすブクブク肥えたマイナス犬がもう我慢ならないと叫びたいのに理性の飼い主　首輪を締めてめっめっと叱ってくるんだな慣らされほだされどーどーされ腹を見せれば　ういやつめよしよしされて唇噛む褒美をやるから大人しくして飼い主飼われる社会から僕の存在行き場を無くし立派で頑丈な犬小屋でくんくん泣いておすわりだ待て　からいつ開放されるんだお気に入りの星を付けちゃうよ大事な骨も奥に仕舞えるよここにいなさい　いい子だね上手に生きろ上手に生きろなんて下手くそなタスクだい
2399,でぶっきー,デブで不器用だから「でぶっきー」これだけ聞いたらただの悪口いじめられてるの？中学生の君が言った。とても仲のよかった女の子。ろくなあだ名じゃない！ふつうだったら、気に入るはずがない！あの時の僕はふつうじゃなかった。好きな子が言ったから。初恋の人が言ったから。今でも何かと使っている。本当に今はなんとも思ってないよ。この字面をみて、懐かしくなるんだ。みんな元気かな？青臭い、青春の想い出。
2400,ダメ人間,僕はダメ人間。自己中だし人を傷つけることあるしそのくせ、好かれたいと思うし、嫌われたくないと思う。仕事はめんどくさいし努力は嫌いだしそのくせ、認められたいと思うし、成功したいと思う。自信があることはひとつもないし迷惑はかけるしそのくせ、頑固で、人の言うことをきこうとしない。うじうじするし心配性だしそのくせ、無鉄砲で、おおざっぱ。こんなやつを愛してくれる人などいるのだろうか？きっとこのままじゃ、いないだろう。悪いところはわかっているのに。いくつなっても、変わらない。なぜかな。でも、こんな僕にもひとつだけ誇れるものもあるんだ。僕のことを大親友と言ってくれる、大親友がいること。いつもありがとう。好きでいてくれて、認めてくれて、理解しようとしてくれて、怒ってくれて、喧嘩してくれて、笑ってくれて、心配してくれて、大親友であろうとしてくれて、ありがとう。
2401,さすらい猫よ、さすらい猫よ,さすらい猫の思いなど、誰も知らない、気づかない。さすらい猫が手を振れば、みんなが笑顔で振りかえす。さすらい猫がどこへ行こうと、みんなはなにも気にしない。さすらい猫の望みなら、どうせ「一緒にいさせて」だろうと、さすらい猫の望みなど、どうせ「仲良くしてよね」だろうと、（ほらよ、一緒にいてやるぜ）とか、思われ放題思われている。さすらい猫の心には、傷つく場所などもうなくて、さすらい猫の心には、憧れの人ももういない。さすらい猫はただ1匹でも、生きていけると言い続け、さすらい猫はただ1匹で、１００年を超え、生きて来た。さすらい猫は、生きて来た。生きたくなくても、生きて来た。さすらい猫の、命は消えない。きっして消えない、なくならない。さすらい猫の、目を見てごらん？さすらい猫は、愛に、飢え、さすらい猫は、罪を、食べ、さすらい猫は、自分の心臓、『あの愛』に捧げる破滅の意志持つ。さすらい猫よ、さすらい猫よ、忘れられない、夢、抱（だ）き、眠れよ。
2402,人生はアナログ,スマホで全部支払う身体になってしまったPCがなければ課題もできない身体になってしまった暇さえあれば書き込みを眺める身体になってしまった１回のタップでなかったことにできる身体になってしまった便利さと引き換えにデジタルに犯されていくアナログな人生
2403,何処かで誰かが死んでゆく…,時も解らないまま とり残されてどう生きればいいのか何をすればいいのか自分を取り戻そうとしてもつかめない指のすき間 こぼれ落ちてゆく心はとても脆く コワレてゆく死にたくても死にきれない何もかも中途半端何処かで誰かが死んでゆく…毎日 誰かが死んでゆく…あたしがいつ死んだって世の中は何も変わらない…世界は何も変わらない…所詮 そんなもの…
2404,ドリームイーター,いつだって君の髪に触れていたいと思った櫛を通すほんの一瞬でも僕にとっては幸せなんだいつだって君の瞳を見つめていたいと思った目が合えば逸らしちゃうけどその澄んだ鳶色が好きなんだ満月の夜 星明かりそっと唱うは子守唄ひしゃげた鳥籠 夕顔の花雲隠れして霞む闇君の怖い夢も嫌な夢もみんな僕が食べてあげるよそれで君が笑ってくれるなら僕は何もいらないやいつだって君と手を握りあって走りたいと思った滑って転んで芝生の上また馬鹿みたいに笑いあいたい晴天の空 陽のひかりそっと掴んだ服の裾よそ行きスカート 桜色の頬封筒にはハートのシール君の辛いことも悲しいこともみんな僕が食べてあげるのにどうして君は踵弾ませて知らない誰かを見上げるの？ああ 時は流れて粉々になったネバーランドずっと子供じゃいられない前から知ってたのになああ 夢は潰えて散々になったラブストーリーきっと君の紅い絲は僕には続かないんだろう君の辛いことも悲しいこともみんな僕が食べてあげるからどうか君は踵弾ませ知らないあの人と仲良くしてね君の怖い夢も嫌な夢もみんな僕が食べてあげるよそれで君が笑ってくれるなら僕は何もいらないや
2405,ここへ来た訳,夢中になっていた事を失った時それが私の日常には欠かせない事だったと時が経つにつれ痛感している毎日がすごく楽しかったとても幸せな日々だったいつしかそれが私の生き甲斐になっていただから寂しくて仕方がなかった空っぽの毎日に容赦なく襲って来る寂しさに逃げる為の場所を探した何かに熱中していたかったそれを忘れるほどの何かを......ここへ来て良かったまだまだ全てを整理できはしないけどここが私を取り戻せるそんな場所になったら良いな
2406,星屑になりたくて, その、要領の良さが嫌い人間関係を作り上げて親友を山ほど作り上げて数を力にして談笑しながら私をものを見るようにみるその目が嫌い人生楽しまなきゃ損だとかみんなで寄り添ってキャッキャ恋バナに花を咲かすだとか適当に生きているふりをしているのも嫌懸命に生きているの隠してるのも嫌いやいやいやいやいや嫌い嫌い嫌い嫌い嫌いでも、そんなあなたをいつも目で追っている私のことが1番嫌いうらやましくなんかない憧れてなんかない絶対まるでお姫様みたいなその立ち居振る舞いに大変だなぁと思うだけ時折私を見ながら見せる深いため息なんか何とも思わないいやいやいやいやいや嫌い嫌い嫌い嫌い嫌い私の心、どうかしちゃったのかなぁ？なんであなたなんかのことがこんなに気になるのもう、夜空に逃げ込んで星屑になりたい大嫌いだけど、大嫌いだけど。
2407,愛,愛を知るのに年齢は関係するのならどうして、どうして幼児は自分を責めたりするのでしょう
2408,あなた,苦しいときこそ作り笑いをするのはあなたでいるためかしら面倒事を意図して避けるのはあなたでいるためかしら周りから囁かれるから決定をするのはあなたでいるためかしらあなたらしさは誰にも限定できないあなたらしさを誰でも決定出来るのなら私たちは知らぬ間に知っている間にとっくに開発者になっている
2409,私,人間が機械になれないのは不公平さと理不尽さとがひょっとしたらそこにあるからなのかもしれない
2410,君のいない荒野で,心のシリンダーは回る弾は未だあるのか？次の弾は心臓を撃ち抜く一撃撃鉄は　もう起こしたなのに硝煙の残り香が鼻につくんだ掌を焦がす薬莢を数えるのも忘れて残弾があるのか　不安になってる狙いが定まらないこのままでは。　
2411,正体紹介,地球に重力があって僕はこちらに立っています酸素と二酸化炭素のやりとりをしています細胞の分裂と再生を繰り返していますこのアバターは産まれた時からの付き合いですこれしか知らないのですからこれを気に入ることにしています自分とは何で人生とは何かというフレーズが脳と呼ばれる器官から自動再生されていますお知らせします僕は何の変哲もない地球人で大衆に紛れる一つの記号です宇宙に意識を飛ばしたいできれば幸せになりたいなんてのたまうなんにもないなにかです
2412,言の葉の舟,言葉だけでは伝わらなくてされど言葉でしか伝わらなくて伝う涙に言の葉流るる
2413,夜の窓,風呂上がり夜の窓を開ける冬と春の間の匂いがする外はもうすぐ春なのに心は一向にあたたかくならない煙草をふかす外に消えてく煙それを見て想う綺麗だなぁなんて窓を閉めるするのは煙草の残り香とシャンプーの匂いだけなにか切なくなった。なにか淋しくなった。冷たい布団に眠りにいく。
2414,安定剤,眠気と頭痛、昼の陽気、錠剤「食後」2錠寒気と心痛、夜の冷気、錠剤「食後」3錠繰り返す波の音、次第に近く・大きく・淡く
2415,ラムネ。,覗く瓶底。泡となった日々は、唯、甘ったるい想いだけを残した。
2416,水遣り。,花を咲かせ続ける事の難しさを知る水遣り
2417,おもちゃの毒リンゴ,おもちゃの毒リンゴを齧りましょう蕩けるような甘い毒（みつ）一口齧ればやめられない夢のような現実（ひととき）をそこ行くあなたもおひとついかが？
2418,卒業もどき,カウントダウンすらない終わりが近づくそうだな、僕らにはちょうどいい。これからも薄っぺらい続きを描いていこう桜の木のない学校の春の香のしない教室で
2419,死ぬ予定,「何故、生きているのか」ありきたりで、難しい問いの１つひとまず、答えるのならば「予定があるから」スケジュール帳に刻んだ予定をこなすまでは死ぬわけにはいかない予定を入れることで死ぬ予定を先延ばしにする死ぬ予定の日は決めていないけれど他の予定があるからまだ先延ばしにさせてほしい
2420,紫苑,うすむらさきの花びらを揺らす風からは優しい匂いがしてそれでもあなたの匂いはどこにもなかったからからとした笑い声は耳に残って後悔はやまないままあなたは戻らない穏やかな記憶は涙を誘うけれど両手一杯に抱えたこの花をあなたに送ったら空の上にいるあなたに精一杯笑って見せたのなら私は歩き始めよう
2421,春の,気付かぬが皆旅人の春が来る動物も足取り弾む春の風川温み魚兆しに春を知る春うらら電車隣で恋が咲く沈丁花人華やぎの魔法の香
2422,非情な変化,気づくと友人たちは変わっていた変わらないことはそんなにも難しいことなのかもう君たちに僕の声は届かない成長という言葉でごまかして大事なものを失った君たちには
2423,砂,サラサラ… サラサラ…sara sara こぼれ落ちていくのを見ているだけ 隙間から　少しづつ　ゆっくりと ほんの些細なキッカケで広がっていく 流れが次第に速くなり止めようとする 止めたのか　止まったのか それを決めるのは他人じゃない 失ったモノはそれっきり 増えるわけがなく　流れていくのを止めるだけ 片手で？　両手で？　お好きなように そっと見てごらんなさい どれだけ残っているのか 
2424,【短歌】 新人賞受賞式,「愛情」「美」「情熱」などの花言葉もつ赤バラがスーツの胸へ緊張をほぐし待ちたい一室に社長、代表、馬場、篠、永田……賞状を穂村弘が読み上げる様子ながめる一番近くで金屏風背負ってしゃべるオレが見る壁は遠くでぼやけるばかり花束をかかえることに適してる腕だと思う右も左も白黒でどこかに小さく載るだろう今こころから笑ってるオレ受賞者がなぜ隅っこにいるのかと言われる　それはオレだからです歌人からもらった風邪かスピーチをもうしないかもしれない喉にさようなら新人賞よ　こんにちは、と言ってもそっぽ向いてる明日よ翌朝はホテルのものすごくでかいテレビにとどろきわたるチコちゃん
2425,バーゲン,この瞬間を待っていた 栄光へと向かって走り出す ライバル達も必死だ 誰もが譲りたくない気持ちで溢れている 生きるか死ぬかのサバイバルゲーム この戦いが終わっても　次の戦いが用意されている 今日の戦績はどうなることやら もう少しすれば　静かになるだろう
2426,夜行性,朝は寝ていたい昼も寝ていたい夜は起きていたい…朝も昼も夜も同じ一日の中にあるのにどうしてこうも気持ちが違うのだろう夜行性朝や昼は死んだように眠って夜は活発に動いて遊びたいそれまで外に出たくない心地のいい夢ばかりじゃない時には怖い悪夢だって見るけれどそれでも夜まで眠っていたい自分と真反対の明るく辛いそんな世の中の3Dから目を背けていたい平面愛して夜中まで朝昼ぐっすり眠っとく外には出ずにお布団の中でグーグー眠って死んでいたいクークーお腹がなる頃は夜になっているといいなこれを現実逃避というのだろうけれど世の中はそれを許さないなんて悲しい世の中なのだろう厳しい世の中だがこんなのでは社会適合者になれないであろうあぁ眠い0時を回った頃にまた起きて活動しよう
2427,卒業論文,将来の夢や三年間積み上げたものそんなもんよりずっと言いたいことがあるんだ人の一部だけ見て勝手に批判していくんじゃねえ散々潰しておいて本音を言えなんてよく言えたなお前が決めた『私らしさ』を押し付けないでくれ期待されるのは嫌だけど諦めた目で見るんじゃねえ大人を名乗るなら相手の気持ち程度考えて行動しろ誰でもいいくせに「君だけ」とか軽々しく言うな友達面するならもその作り笑いやめたらどうだ助けちゃくれないなら最初から味方なんて名乗るななんでそういう思いをを口に出せないままネットの片隅に落とすことしかできないんだ、私は
2428,はい、やり直し、なんて,訂正　訂正消しゴムでこすって訂正　訂正バックスペース長押し文字は簡単に消えてしまうのに君にぶつけた声は消えなくって何秒か前に戻って、はい、やり直し、なんてできないんだ
2429,壁の薄いワンルームでは、はなでうたうこともできない。,わたしに、死ねと言っていいのはわたしだけで、わたしを殺していいのもわたしだけで、無責任に、生きろと言っていいのも、もちろんわたしだけだ。ギターを弾けないことに、苛立ってもしかたがない。だんだんと鈍っていく、指の動きにひどく消沈した。ぴんくいろの空が、大きく手招きしている。サイズのあっていない靴を履いているみたいに、せまい空間で、少しずつズレていく。好きだけど、消えてほしいと思う。消えてしまえば寂しくて、きっと泣くのだろうけれど、居なくなってしまえば、ぼくの心臓は自由になって、今よりもっとやさしくなれる。さみしい都会の真ん中で、住めば都だなんてのはざれごとだ。そんなのは、きっと死にたいとも生きたいとも、思ったことのない人間のことば。しあわせね、素敵よ。無理して借りたあの部屋にも、そういえばしばらく帰っていない。星のライトがてのひらにまとわりついていて、きれいになった錯覚に耽る。無数の五線譜は、けして、わたしの思い通りにはならないまま、その溝の分だけ、きみの心にわたしが刻まれてゆく。きみを汚したのが、なにか恐ろしいものやきみ自身でもなく、ぼくの最低な愛情だってこと、素直に嬉しかったです。サウンドホールより、××をこめて。
2430,南国.砂.貝,南国の濃いピンク色の花の香にゆったりとした夢を見るかな（短歌）白い砂灰色の砂スルスルと人生の帆船海と憩わす（短歌）耳当てる貝に広がるその音に宇宙からの繋がりを読む（短歌）
2431,あなたはわたしを置いていく,いかないで　いかないであなたはわたしを置いていくいかないで　いかないであなたは一人で先をいくまるでわたしを知らないみたいにまるでわたしをいらないみたいにわたしを否定するかのように先へいくいかないで　いかないでどれだけ願ってもあなたはいくどれだけ祈ってもあなたはいくわたしを否定するかのように先にいくいかないで　いかないでこんな言葉が叫べたらあなたはわたしを見てくれたかしら？答えはわからないままであなたはわたしを置いていく
2432,メトロノーム,染み込んだものは消えることなく同じリズムを繰り返すそれは、幸かはたまた、不幸か刻み込んだリズムは消えることなく同じリズムを繰り返すそれは、自ら決めたのかはたまた、誰かに決められたのかカチカチカチカチ同じリズムを繰り返す
2433,夜を望んで,夜よ　僕のそばにいてくれもう暗がりで包んで見えなくなっていく言葉を沈めていて月も星も消していく青い街灯だけど生憎彼らが数少ない仲間なのさ夜に浮かぶ朝の群れを焦がす愛す、そんな遠のいていく夜が恋しかったあの頃に何を知れたろう?何を見れたろう?この汚れた目にはもう映らない夜に何を望んでいたろう？
2434,夏の日の繰り返し,カラカラって笑った夏の日の君の幻知ってるよ無邪気に回した風車あとになって燃やしたよねあのとき僕の目はどうだったんだろう君が怯えてたことだけ覚えてる羨ましいぐらいカラカラって回った夏の日の君の繰り返し鈍色に音を立てる水面を眺めてた君の目は青かったのに
2435,遺言,あなたは僕がいなくなったら、涙をながしてくれるだろうか。もし泣いてくれるのならその涙を僕は見たいとおもう。あんなに嫌いだったあなたの涙を。でも、それはもちろん叶わない。いないのだから。あなたの涙を拭うことはできない。あなたの涙をとめれることもできない。だから泣かないで。どうか泣かないで。あなたの笑顔が大好きでした。でもちょっと見すぎて飽きちゃったかな。だからしばらく見なくていいや。だからこっちには当分来なくていいよ。だから長生きしてください。だからたくさん幸せに感じる日々をすごしてください。どうか。あなたに幸多いことを心から願っています。
2436,うちなーうちなー,反対多しそれはそれ小の虫を殺して大を取る土砂土砂自然汚すキーチキーチカンコーでも汚す全部なくなれゲンジツは移すことしか出来んわれら関心有りじぶんのとこ来るイヤ苦しんでくれわれらのためにピースピース性善説それさえ信じられれば
2437,独り連歌「歌詠人」2,現世に残した貴方は今何を夢の責め苦に泣いていますか地の底で私は今も笑っています貴女もどうか笑ってください夏の盆必ずそちらに帰ります貴女の笑顔に触れられぬとも
2438,桜,春の儚い桜の花は、ひらりハラリと花びら散らす。肩に、髪に、手のひらにスイングしながらふわりと、とまる。空のブルーを身にまとい、始まりの顔をそこ此処につくる。薄いピンクのニューフェイス初々しくも、ツンと澄ましている。
2439,よくわからないけど…,はじめ、普通そして、なかよしつぎに、疑問 普通？なかよし？友達以上？好きなの？ つぎも、なかよしそのつぎ、さらに疑問。 好きなの？普通なの？その他大勢？嫌いなの？ あの時の目線は？あの時の言葉は？あの時の仕草は？あの時のあの感覚は？ つぎも、なかよしもっと、疑問 ストックスピールマーフィーの法則 わかっててそれ使ってる？ それとも、あなたは、素でそんな人なの？ あなたの心を文字にしてみたい これ以上は無理 本気になります これ以上あなたと空間を共有する時間があると 本気になります危険です これ以上の笑顔はこれ以上のやさしい言葉はこれ以上のあなたのなにげない仕草は 本気になります危険です あなたが、わたしの視界に入る事自体が  遅かったようです本気で好きになってしまった私がいます 遅かった・・・
2440,さようなら,渡り鳥各々の気持ち分からぬが悪しき者に言うさようならかな（短歌）人の世に本当の朝がいつまでも訪れはしない白夜の時（短歌）
2441,在る,歴史の風幾つもの顔の此処がある漠然に時を切り取る名画かな幾つものガーデン束ねた花屋かな
2442,Burning Sun,昔、７歳の頃確かに私は、赤く染まった太陽を見ていた西の空に燃える太陽を確か私は、赤く染まったその小さな体で燃える熱さを感じていた今も太陽は見るけれどしかし空しく燃えてはいない瞳の中に映る太陽は同じはずなのに
2443,ピシッと,着慣れない服に袖を通した結び慣れない飾りを首回りに巻いた履き慣れない靴の靴紐を結んだめんどくさいしどちらかというと嫌いだそれでも精一杯にカッコつけて背筋を伸ばして胸を張った
2444,合図をならして,赤い空が紫がかる頃に出発しよう大人たちの目を盗んで合言葉を交わそうガタガタ電車に揺られてくだらない話をしようひやひやしながら駆け抜けてクスクス笑おうそしてゲームオーバーになって渋々家に帰ってこってり叱られてしょんぼりする暖かい布団で眠りについたらきっと苦しい明日が来るけれど僕はいつでも逃げ出せるんだからきっと、大丈夫だ　君がいるかぎり
2445,小さな光,恵みの光と言うけれど　私は太陽が嫌いだギラギラと眩しくて、眩しくて視界がくらんでしまって見ることすらできない夜の希望と言うけれど　私は月が嫌いだ闇すら照らす姿は綺麗で、綺麗でどうにも引け目を感じてしまって目を背けたくなる小さく　弱々しく　名前すらわかないそれでも私は星が一番好きだ本当に小さいかなんてここからじゃわからないから私が知らないだけでちゃんと名前を持っているから弱々しさはきっと、何気ない優しさの象徴だから
2446,あなたの為に生きてゆきたい,誰かの為に生きたいそれが 自分の為にもなるようにそんな風に生きられたらいいなでも今は 立ち直る時だから焦らずに ゆっくりやっていこうそれでいい…未来の誰かの為になるようにまだ出逢っていない誰かの為にもしかしたら もう既に出逢っているのかもしれないあなたが 私の本当に大切な人なら私は全てを捧げようあなたの為に生きてゆきたい…
2447,風,昨日立ち止まった時風が吹いてた今日は優しくボクのほっぺを撫ぜた風だけがボクの心を知っているそして明日、ボクのところに友達連れてってくれる
2448,奇形,可哀想と思って欲しいんじゃなくって悲しそうと思って欲しいんじゃなくってだったら何故そこで泣き顔見せるの？面白いんじゃなくってバカにしてるんじゃなくってだったら何故そこで笑い顔になるの？
2449,閉鎖,苦しそうな顔してたのでうつむいて目を閉じてたのでボクは優しく声をかけてみたたとえそれが作り顔でもたとえそれが嘘でもボクは優しく声をかけてみた
2450,旧宝島,君の街と僕の街は点と点建造中の巨橋は夢物語だずっと気が遠くなる昔金に人々が神を見た頃君の住んでる辺りは宝島と囃されていた採掘の瓦礫を船で運んで何十年も捨て続けた結果島が出来たらしくてそれが僕の住む辺り地図を拡げ２つの島の間に無闇矢鱈と乱雑に線を引く存在し得ない橋の上を君と確かに歩いているこちらとむこう？そっちから見ればこっちがむこうで境界線は既に無効遙かに宝島が黄純んで搖れる　発破音が１日の終わりを唄う
2451,ヒーロー,誰かを救うことができたのならそう、ときどき思うことがある泣く子を一人笑わせるような消える命を一つ救うような凍える人に温もりを与えるようなそう、画面の向こうのヒーローのようにしかし不思議なことに誰かが困っている時は自分も困っているやっと余裕があると思いきや隣で泣く君を笑わせるのにも一苦労理想はどうにも遠いようだ
2452,かわいそうな話,動物だか人だかが死ぬような話を読む裏表紙にプリントされた『ノンフィクション』の字「かわいそうだな」と思い、はっとする何て失礼なことを考えたんだろうこれは私の道徳心を育むために描かれた物語ではない誰かが生きて　生きて　生きて　死んでそんな現実を綴った文章読んでおいて「かわいそう」の五文字で片付けるなんてお門違いも甚だしいものだと馬鹿げた思考回路にため息をついてどこの誰かも知らぬ「主人公」に敬意を払うのだ
2453,太陽の雲,太陽のすぐ近くにある雲は深い海の中から見た天井で私には手に入らないものだと知らされる
2454,眠り子,白いゆりかごに善意は眠る夜の腕に抱かれて大きな子供は目を瞑るどうか美しい夢を
2455,222,2が3つ並ぶ日僕にとっては特別な日成長する日か死に向かう日かだけど今回はいつもより特別僕の年齢も2が並ぶ
2456,黒猫,甘えた声で近づいてきて私の視線を確認する行儀よく座り尻尾を左右に動かしながらまた甘えた声で鳴いている騙されまいと視線を外してみたものの甘い鳴き声が気になりまた君を見てしまう上目づかいまでされてしまったらもうどうしようもない私の完全敗北だ明日からまた君に会いにこの場所まで足を運ぶことになるだろう悪い女に引っかかってしまった
2457,道端の道化師,とてつもなく大きな嘘をついてとてつもなく大きな仮面を被った悲劇役者はもうやめた夜の星座を睨みつけ朝日が昇る音を憎んでいる様じゃ幸せはきっとやって来ない喜劇役者になりたかったチャップリンみたいに？退屈な日常ルーチーンな日常を笑いで満たすそんな空想が僕の口を開かせた空まで飛んでけわらい声谷間に響け僕の声僕なんて所詮なれても道端の道化師舞台に立つこともスクリーンに映ることもありはしないでもそんな僕でも一端の道化師笑い上戸な性格で周りの人たちを笑いの渦に誘い込む決して多くは望まないけれどたった一人でも道端の僕に目をくれて一緒に笑ってくれる人がいたならとそんなささやかな願いから僕は今日大きな嘘を一つついた
2458,17/05/04,2年前のあの日私はあのまま気絶していたとする目覚めると独りぼっちで狭い部屋で詩なんか書いてる誰からも嫌われてどんどん顔が劣化して腹もだんだん垂れて来て時々腕を見て迷うときもあってでも誰かの言葉でその日生き延びられたりもしてなんとなく生きてしまっている私以外の皆が羨ましくて私だけが不正解考えは3年経っても5年経っても変わらない
2459,独り言。,"空虚な正しさが蔓延し、過去の失敗ばかりが目につく私の日々を私は失敗作として生きている。""価値観を囲い合う言葉の交わし方""、""関係性の壊し方""、""会社の辞め方""…検索履歴はどれも死んでる。「硬い殻が邪魔をして、転び方を知らないまま、重たい指先が躊躇して、誰の痛みにも触れないまま、此処まで来てしまったんだね。」独りになった私の声は、無色透明になって足元に零れ落ちる拙くとも、儚くともなんともない。《天国》煙を吸い、喉を震わし、視線を結び、熱を奪い合ったあの人との日々、私は何者でもなかった。ありふれた輝きに憧れて、どこにでもある服で着飾って私は本当にそこに居たのかな。《地獄》温もりを求める虚しさを、私は今になって思い知る。それが叶わない絶望は、また少し後になって気づくんだろう。毎朝。目が覚めると、あの日の夜を思い出す。遠い空は、街の灯りを反射して何処か温かそうだった。"
2460,失ってから気づく,去年に大切で大好きだった人会わなくなった本当に大事な人まだふっきれていない連絡しようかどうしようかでもまた同じことの繰り返しになるなんかかなしい解決策がないままフェイドアウト私は友達でいたかったどうにもできない想い価値観も違う年齢も何もかもが考えて泣いた毎日で、現在ちゃんと終わらせていない恋愛はひきずるいつまでひきずるんだ相手は？ふと思うそうでもないのかとなんか振り回された感ある決着つけるべきなのか今更なのかいっそ嫌いって言って欲しかった連絡先消せない自分が嫌い天邪鬼だとよく言われた素直になりともお互い様やって傷つけあった会わなくなると思わなかったから会えなくなって大切さに気づく
2461,今日は、にゃにゃにゃの日、ですよ, 雲も好き太陽も好き空が好き見上げる瞳をえんびつで描く醒めるとき危険なお酒のタイマーがピコンピコンと鳴る音の嘘にゃにゃにゃの日友と集って輪になってわかった猫語の意味知るアトリエ人生の裏に落ちてるどんぐりの意味など気にせず転がるゴロゴロなみだ屋さんほおに伝うは夜じゃなく落ちたなみだも大事と説く朝虹が好きでも雲も好き霧雨のキラキラ降り落つ糸の青さも濡れちまう哀しさなんてあの人が倒れたときのびしょ濡れ以来だ猫の日に猫耳はやしワクワクし私の部屋まで来てイチャつくの？茜色白い花みな染まる庭しずかに飛び交う言葉も染め上げくらくらするほおを赤らめ黙り込む目の前から今消えたいと泣く
2462,同時進行の世界,わたし今日から大学生ワタシは今日も逃げ回る東京都心ビルキャンパス内戦空爆　元は大都市勉強ちょっとで　他遊び卒業できずに難民キャンプまずはまずは友達作り友達みんな　どこ行った?海外留学　自分を探す欧州入国　止められるカラオケ行こう　暇だからボートで行こう　最後の希望
2463,満開じゃなくても、いいじゃないか。,満開じゃなくても、いいじゃないか。花弁が少ないから花弁の価値は高いんじゃないのか壁に穴があるから向こうの景色が見えるんじゃないのか下手だから成功すると嬉しいんじゃないのか花が、咲いてきただんだんつよくなりながら。
2464,私の朝,朝ですよ〜〜いつもの様にカーテン開けて窓開けて吐き出す息はまだ白いけど優しい日射しが心地良いこんなに気分の良い朝はあなたに「おはよう」と言いたくなるよ朝の空が好き水色な空が好き今日もまた今日が始まりますねちょっと濃いめの熱いコーヒーが飲みたいな大袈裟に背伸びしてさあ！始まりの仕度しよう！今日は良い日であります様に素敵な日であります様に
